state_code,state_name,year,month,tmean
13,Amazonas,2013,8,25.4629663959626
13,Amazonas,2013,9,26.0882401004914
13,Amazonas,2013,10,26.5397956294398
13,Amazonas,2013,11,25.5724798940843
13,Amazonas,2013,12,25.9792289118613
13,Amazonas,2014,1,25.4930579893051
13,Amazonas,2014,2,25.1342327671666
13,Amazonas,2014,3,25.3073696321057
13,Amazonas,2014,4,25.2812775642641
13,Amazonas,2014,5,25.1860023929227
13,Amazonas,2014,6,25.3821306536275
13,Amazonas,2014,7,25.2574935728504
13,Amazonas,2014,8,26.0027149877241
13,Amazonas,2014,9,27.0626709230485
13,Amazonas,2014,10,26.1623701895437
13,Amazonas,2014,11,26.1144148611253
13,Amazonas,2014,12,26.0208868826589
13,Amazonas,2015,1,25.048821726153
13,Amazonas,2015,2,25.7284360701038
13,Amazonas,2015,3,25.3114441287133
13,Amazonas,2015,4,25.4620606207079
13,Amazonas,2015,5,25.1756813603063
13,Amazonas,2015,6,25.3522154900336
13,Amazonas,2015,7,25.6121186594809
13,Amazonas,2015,8,27.2095188325451
13,Amazonas,2015,9,28.6587836973129
13,Amazonas,2015,10,28.4599592454972
13,Amazonas,2015,11,27.4285139576081
13,Amazonas,2015,12,27.0921327221778
13,Amazonas,2016,1,27.4781218805621
13,Amazonas,2016,2,26.3433457651446
13,Amazonas,2016,3,26.0722315080704
13,Amazonas,2016,4,25.9502553939819
13,Amazonas,2016,5,25.7065438916606
13,Amazonas,2016,6,25.1949147870464
13,Amazonas,2016,7,26.0885524442119
13,Amazonas,2016,8,27.0622294026036
13,Amazonas,2016,9,26.1117493106473
13,Amazonas,2016,10,26.9051109129383
13,Amazonas,2016,11,26.7154731135215
13,Amazonas,2016,12,25.6496834293489
13,Amazonas,2017,1,25.2568117264778
13,Amazonas,2017,2,25.3935192477319
13,Amazonas,2017,3,25.4928190477433
13,Amazonas,2017,4,25.5994849666472
13,Amazonas,2017,5,26.0469644915673
13,Amazonas,2017,6,25.7550267865581
13,Amazonas,2017,7,26.0731130107757
13,Amazonas,2017,8,27.6067640858312
13,Amazonas,2017,9,27.1998646951491
13,Amazonas,2017,10,26.6344205179522
13,Amazonas,2017,11,26.5134935686665
13,Amazonas,2017,12,25.9400544320383
13,Amazonas,2018,1,25.4363964449975
13,Amazonas,2018,2,25.5945609615695
